lifetime,Unit,ref_unit,Units_Fmin,Units_Fmax,Cost_inv1,Cost_inv2,References,UnitOfType,UnitOfLayer,UnitOfService,StreamsOfUnit,Units_flowrate_in,Units_flowrate_out,HP_parameters,stream_Tin,stream_Tout,GWP_unit1,GWP_unit2,CCEQL_1,CCEQL_2,CCEQS_1,CCEQS_2,CCHHL_1,CCHHL_2,CCHHS_1,CCHHS_2,MAL_1,MAL_2,MAS_1,MAS_2,PCOX_1,PCOX_2,FWEXS_1,FWEXS_2,HTXCS_1,HTXCS_2,HTXNCS_1,HTXNCS_2,FWEXL_1,FWEXL_2,HTXCL_1,HTXCL_2,HTXNCL_1,HTXNCL_2,MEU_1,MEU_2,OLD_1,OLD_2,FWA_1,FWA_2,PMF_1,PMF_2,TRA_1,TRA_2,FWEU_1,FWEU_2,IREQ_1,IREQ_2,IRHH_1,IRHH_2,LOBDV_1,LOBDV_2,LTBDV_1,LTBDV_2,TPW_1,TPW_2,WAVFWES_1,WAVFWES_2,WAVHH_1,WAVHH_2,WAVTES_1,WAVTES_2,TTHH_1,TTHH_2,TTEQ_1,TTEQ_2
20,ElectricalHeater_SH,kWth,0.1,100000,1302,423,`SCDI <https://www.scdi.ch/fr/naturay-ultime-connecte-3.html>`_,ElectricalHeater,HeatCascade/ Electricity,SH,h_ht,Electricity,,,80,60,0.0001,0.41,0.001391875,0.86086824,0.000435839,0.265694297,6.34E-09,3.92E-06,2.01E-09,1.23E-06,0.000328404,0.206790889,3.57E-05,0.022471319,5.20E-13,1.97E-10,0.00011774,0.044671275,4.20E-09,7.77E-06,6.38E-09,7.20E-07,0.001732867,0.319474188,1.53E-10,3.45E-08,5.25E-09,1.12E-06,4.39E-06,0.001317266,5.48E-13,1.64E-10,7.99E-05,0.01499797,3.49E-09,1.49E-06,0.00050026,0.097196578,3.52E-06,0.000122991,3.30E-13,2.73E-10,4.12E-12,3.62E-09,8.42E-05,0.032568472,0.00015751,0.077151997,4.67E-09,2.61E-06,1.04E-08,5.15E-06,3.87E-09,1.90E-06,8.60E-08,3.18E-05,3.17E-08,1.82E-05,0.004872384,1.943365043
20,ElectricalHeater_DHW,kWth,0.1,100000,1188,354,`SCDI <https://scdi.ch/fr/chauffe-eau-electrique-sur-socle-atlantic.html>`_,ElectricalHeater,HeatCascade/ Electricity,DHW,h_ht,Electricity,,,80,60,0.0001,0.41,0.001391875,0.86086824,0.000435839,0.265694297,6.34E-09,3.92E-06,2.01E-09,1.23E-06,0.000328404,0.206790889,3.57E-05,0.022471319,5.20E-13,1.97E-10,0.00011774,0.044671275,4.20E-09,7.77E-06,6.38E-09,7.20E-07,0.001732867,0.319474188,1.53E-10,3.45E-08,5.25E-09,1.12E-06,4.39E-06,0.001317266,5.48E-13,1.64E-10,7.99E-05,0.01499797,3.49E-09,1.49E-06,0.00050026,0.097196578,3.52E-06,0.000122991,3.30E-13,2.73E-10,4.12E-12,3.62E-09,8.42E-05,0.032568472,0.00015751,0.077151997,4.67E-09,2.61E-06,1.04E-08,5.15E-06,3.87E-09,1.90E-06,8.60E-08,3.18E-05,3.17E-08,1.82E-05,0.004872384,1.943365043
25,PV,kWe,0.1,100000,6556,1300,`Helvetia Energy <https://www.helvetia-energy.ch/prix-moyen-panneaux-solaires-suisse/>`_,PV,Electricity,,,,Electricity,,,,0.0001,1000,1.45E-06,1254.237875,4.76E-07,391.5667517,6.61E-12,0.005709798,2.20E-12,0.00180976,3.41E-07,292.7296205,3.70E-08,31.84311081,4.74E-16,3.59E-07,3.52E-08,73.54407683,7.64E-12,0.00105171,2.66E-12,0.001697727,1.38E-05,514.966964,1.55E-13,3.67E-05,5.37E-12,0.001583152,9.71E-07,5.312904936,4.73E-16,7.07E-07,3.40E-08,28.73838554,2.01E-12,0.001791278,2.46E-07,184.1116419,7.15E-08,0.556959446,1.50E-15,1.10E-06,2.07E-14,5.19E-06,3.94E-08,38.16512613,1.60E-07,74.89010349,5.57E-12,0.010402801,1.88E-10,0.022198471,3.70E-11,0.008135698,5.52E-08,0.108913096,6.37E-11,0.021822129,1.77E-05,2890.805017
20,ThermalSolar,kWth,0.1,100000,4000,625,`Viesmann <https://www.viessmann.ch/fr/connaissances/technique-et-systemes.html>`_,ThermalSolar,HeatCascade,DHW,h_ht,,,,62,48,0.0001,146.21,0.005597614,72.99164381,0.00175519,22.73785844,2.55E-08,0.000332283,8.11E-09,0.000105089,0.001319013,17.11878513,0.000143438,1.861026476,2.07E-12,2.63E-08,0.000469093,5.879455435,1.67E-08,0.000205298,2.52E-08,0.000304365,0.006875384,82.51946268,6.04E-10,7.17E-06,2.08E-08,0.000246221,1.75E-05,0.224312796,2.20E-12,2.01E-08,0.00031629,3.986402777,1.38E-08,0.000178887,0.001980845,24.98719452,1.38E-05,0.070467867,3.18E-12,1.62E-08,4.26E-11,2.00E-07,0.000345161,4.192633432,0.000625269,7.803962629,2.29E-08,0.000227155,5.93E-08,0.000480812,2.22E-08,0.00017754,3.43E-07,0.004745189,1.33E-07,0.001557096,0.019459074,244.3786576
20,NG_Cogeneration,kWe,0.1,100000,24687,1570,`Viesmann <https://www.viessmann.ch/fr/connaissances/technique-et-systemes.html>`_,NG_Cogeneration,HeatCascade/ Electricity/ NaturalGas,DHW/ SH,h_ht,NaturalGas,Electricity,,60,40,0.0001,0,0.376184649,2037.562757,0.109700244,660.7444228,1.71E-06,0.009274425,5.07E-07,0.003054105,0.090659681,481.0526548,0.009841293,52.83015601,1.42E-11,7.57E-07,1.43E-05,100.530403,1.00E-10,0.004525041,7.73E-11,0.002508566,3.82E-05,1094.296185,2.30E-12,6.40E-05,6.54E-11,0.002067464,7.61E-05,5.949289006,5.23E-13,7.85E-07,0.000204648,57.28196877,7.59E-09,0.003097907,0.00163856,365.9667168,5.01E-07,1.336492011,2.93E-13,7.09E-07,2.35E-12,8.89E-06,4.90E-06,76.9691651,4.88E-05,283.2512581,9.92E-10,0.006434474,1.24E-09,0.013370116,3.96E-10,0.004979341,3.20E-08,0.113340879,2.23E-06,0.029581277,0.588411977,5217.904582
10,Battery,kWth,0.1,100,825,1290,`SuisseEnergie <https://www.suisseenergie.ch/stories/batteries-solaires/>`_,Battery,Electricity,,,Electricity,Electricity,,,,0.0001,102.78,0,28.83476388,0,9.233243094,0,0.000131253,0,4.27E-05,0,6.807602737,0,0.74051606,0,1.10E-08,0,2.770653831,0,3.52E-05,0,0.000125712,0,35.86095425,0,3.09E-06,0,0.00010434,0,0.124535665,0,1.13E-08,0,1.621125434,0,6.99E-05,0,10.15664468,0,0.024047711,0,8.75E-09,0,1.19E-07,0,1.449095476,0,3.326024881,0,0.000127122,0,0.000231928,0,8.69E-05,0,0.002129397,0,0.000599227,0,100.9516955
20,WaterTankSH,m3,0.1,100000,1421,1994,`Viesmann <https://www.viessmann.ch/fr/connaissances/technique-et-systemes.html>`_,WaterTankSH,HeatCascade,SH,h_ht/ c_lt,,,,35/ 35,35/ 35,0.0001,1204,0,758.1378601,0,237.4910099,0,0.003451291,0,0.001097572,0,182.2634674,0,19.8461783,0,2.12E-07,0,40.62915577,0,0.006100045,0,0.00019488,0,201.5808954,0,1.42E-05,0,0.000448226,0,2.214758076,0,1.98E-07,0,10.01117746,0,0.001082441,0,67.00544714,0,0.182059986,0,1.85E-07,0,2.39E-06,0,40.93102959,0,65.21206998,0,0.002205079,0,0.004903577,0,0.001795321,0,0.04329473,0,0.01418675,0,1625.555503
20,WaterTankDHW,m3,0,100000,495,10248,`Viesmann <https://www.viessmann.ch/fr/connaissances/technique-et-systemes.html>`_,WaterTankDHW,HeatCascade,DHW,c_ht ,,,,10,60,0.0001,1204,0,758.1378601,0,237.4910099,0,0.003451291,0,0.001097572,0,182.2634674,0,19.8461783,0,2.12E-07,0,40.62915577,0,0.006100045,0,0.00019488,0,201.5808954,0,1.42E-05,0,0.000448226,0,2.214758076,0,1.98E-07,0,10.01117746,0,0.001082441,0,67.00544714,0,0.182059986,0,1.85E-07,0,2.39E-06,0,40.93102959,0,65.21206998,0,0.002205079,0,0.004903577,0,0.001795321,0,0.04329473,0,0.01418675,0,1625.555503
4,DataHeat_SH,kWth,0.1,100000,1000,5000,,DataHeat,Electricity/ Data/ HeatCascade,SH,h_ht,Electricity,Data,,80,60,0.0001,1650,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
4,DataHeat_DHW,kWth,0.1,100000,1000,11000,,DataHeat,Electricity/ Data/ HeatCascade,DHW,h_ht,Electricity,Data,,80,60,0.0001,1650,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
20,DHN_hex_in,kWth,0.01,100000,184,197,:cite:t:`suciuSystematicIntegrationEnergyOptimal2019`,DHN_hex,Heat/ HeatCascade,SH/ DHW,h_ht,Heat,,,80,60,0.0001,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
20,DHN_hex_out,m2,0.01,100000,184,197,:cite:t:`suciuSystematicIntegrationEnergyOptimal2019`,DHN_hex,Heat/ HeatCascade,Cooling,c_ht,,Heat,,18,19,0.0001,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
60,DHN_pipes,kW,0.01,100000,613,5670,:cite:t:`suciuSystematicIntegrationEnergyOptimal2019`,DHN_pipes,Heat,,,,,,,,0.0001,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
